id	type	modified	license	rightsHolder	collectionID	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	otherCatalogNumbers	associatedMedia	associatedSequences	eventID	eventDate	year	month	day	verbatimEventDate	habitat	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	typeStatus	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:IP:IPBR-2792	PhysicalObject	2015-08-19 15:31:57.0	CC-BY-NC	President and Fellows of Harvard College	7	MCZ	IP	FossilSpecimen	MCZ:IP:IPBR-2792	2792	1.s.		de Koninck Collection	1						915360	1700-01-01				[no verbatim date data]		Columbia							Columbia		Columbia Co.																														1520421	[no agent data]			Unidentified	Animalia					Unidentified					ICZN
MCZ:IZ:CHIL-746	PhysicalObject	2016-04-21 14:28:07.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:CHIL-746	746			Karl Wilhelm Verhoeff	1						991154	1700-01-01				[no verbatim date data]		Europe: Tyrol	Europe					Tyrol		AUSTRIA or ITALY? (country not listed)	Tyrol (also, Tirol), AUSTRIA or ITALY? (country not listed)																														1596383	[no agent data]			Polybothrus fasciatus	Animalia	Arthropoda	Chilopoda	Lithobiomorpha	Lithobiidae	Polybothrus	fasciatus			(Newport)	ICZN
MCZ:IZ:41745	PhysicalObject	2016-04-21 14:28:07.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:41745	41745	From jar with label reading " from C.V. Attems and K.W. Verhoeff. TYPES may be included. "		Karl Wilhelm Verhoeff	1			collector number=70			991154	1700-01-01				[no verbatim date data]		Europe: Tyrol	Europe					Tyrol		AUSTRIA or ITALY? (country not listed)	Tyrol (also, Tirol), AUSTRIA or ITALY? (country not listed)																														1602324	[no agent data]			Julus braueri	Animalia	Arthropoda	Diplopoda	Julida	Julidae	Julus	braueri			Verhoeff	ICZN
MCZ:IZ:41932	PhysicalObject	2016-04-21 14:28:07.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:41932	41932	From jar with label reading " from C.V. Attems and K.W. Verhoeff. TYPES may be included. "		Karl Wilhelm Verhoeff	1			collector number=75			991154	1700-01-01				[no verbatim date data]		Europe: Tyrol	Europe					Tyrol		AUSTRIA or ITALY? (country not listed)	Tyrol (also, Tirol), AUSTRIA or ITALY? (country not listed)																														1602369	[no agent data]			Cylindroiulus grödensis	Animalia	Arthropoda	Diplopoda	Julida	Julidae	Cylindroiulus	grödensis			Attems	noncompliant
MCZ:IZ:41938	PhysicalObject	2016-04-19 07:34:16.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:41938	41938			Carl Graf Attems	1						986524	1700-01-01				[no verbatim date data]		Tirol						Tirol		AUSTRIA or ITALY? (country not listed)	Tirol (also, Tyrol), AUSTRIA or ITALY? (country not listed)																														1602375	[no agent data]			Cylindroiulus fulviceps	Animalia	Arthropoda	Diplopoda	Julida	Julidae	Cylindroiulus	fulviceps				ICZN
MCZ:IZ:41761	PhysicalObject	2016-04-22 10:46:19.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:41761	41761	From jar with label reading " from C.V. Attems and K.W. Verhoeff. TYPES may be included. "		Karl Wilhelm Verhoeff	1			collector number=220			991154	1700-01-01				[no verbatim date data]		Europe: Tyrol	Europe					Tyrol		AUSTRIA or ITALY? (country not listed)	Tyrol (also, Tirol), AUSTRIA or ITALY? (country not listed)																														1602574	[no agent data]			Julus alemannicus	Animalia	Arthropoda	Diplopoda	Julida	Julidae	Julus	alemannicus			Verhoeff	ICZN
MCZ:IZ:24237	PhysicalObject	2015-07-10 15:58:15.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:24237	24237			[no agent data]	1	female					1003761	1700-01-01				[no verbatim date data]		Lesser Antilles: Windward Islands			Lesser Antilles	Windward Islands				Baltasar, 21 May ---	Windward Islands, Baltasar, 21 May ---																														1608990	[no agent data]		Paratype of <a href="http://mczbase.mcz.harvard.edu/name/Theridion baltasarense"><i>Theridion baltasarense</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=10472"> no agent data </a>	Theridion baltasarense	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Theridion	baltasarense			Levi, 1963	ICZN
MCZ:IZ:36815	PhysicalObject	2015-06-05 11:36:25.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:36815	36815			Nathan Banks Collection	1						986524	1700-01-01				[no verbatim date data]		Tirol						Tirol		AUSTRIA or ITALY? (country not listed)	Tirol (also, Tyrol), AUSTRIA or ITALY? (country not listed)																														1617576	[no agent data]			Leiobunum limbatus	Animalia	Arthropoda	Arachnida	Opiliones	Sclerosomatidae	Leiobunum	limbatus				ICZN
MCZ:IZ:35199	PhysicalObject	2015-07-10 16:01:14.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:35199	35199	labelled "Co-Type "		Peckham Collection	1	male		previous number=G.W. & E.G. Peckham Coll. PKHM1163			1014942	1700-01-01				[no verbatim date data]		Lesser Antilles: Windward Islands			Lesser Antilles	Windward Islands				Mustique [Island]	Windward Islands, Mustique [Island]																														1620171	[no agent data]		Syntype of <a href="http://mczbase.mcz.harvard.edu/name/Dynamius metallicus"><i>Dynamius metallicus</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=10467"> no agent data </a>	Dynamius metallicus	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Dynamius	metallicus			Peckham and Peckham, 1893	ICZN
MCZ:IZ:38525	PhysicalObject	2015-06-05 11:44:12.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:38525	38525	No. 277 (Zool. Riks-Museum, Stockholm)		[no agent data]	1						1020120	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Northeast: Baltic Sea	Atlantic Ocean			Baltic Sea				Baltic	Baltic																														1625349	[no agent data]			Mysis vulgaris	Animalia	Arthropoda	Malacostraca	Mysidacea	Mysidae	Mysis	vulgaris				ICZN
MCZ:IZ:36819	PhysicalObject	2015-06-05 11:36:44.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:36819	36819			Nathan Banks Collection	1						1023223	1700-01-01				[no verbatim date data]		Tirol						Tirol		AUSTRIA or ITALY? (country not listed): Bosen	Tirol (also, Tyrol), AUSTRIA or ITALY? (country not listed): Bosen																														1628452	[no agent data]			Leiobunum simile	Animalia	Arthropoda	Arachnida	Opiliones	Sclerosomatidae	Leiobunum	simile			Koch	ICZN
MCZ:IZ:40268	PhysicalObject	2016-04-21 14:28:08.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:40268	40268			Karl Wilhelm Verhoeff	1						986524	1700-01-01				[no verbatim date data]		Tirol						Tirol		AUSTRIA or ITALY? (country not listed)	Tirol (also, Tyrol), AUSTRIA or ITALY? (country not listed)																														1630794	[no agent data]			Polydesmus edentulus vajolittanus	Animalia	Arthropoda	Diplopoda	Polydesmida	Polydesmidae	Polydesmus	edentulus	vajolittanus		Verhoeff	ICZN
MCZ:IZ:ANNb-1374	PhysicalObject	2015-06-05 11:45:03.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:ANNb-1374	1374			[no agent data]	1						1058918	1700-01-01				[no verbatim date data]		Europe: Bohemia	Europe					Bohemia		Kosten or Koster	Boh [emia], Kosten or Koster				27.432																										1664147	Harlan K. Dean			Hyalinoecia robusta	Animalia	Annelida	Polychaeta	Eunicida	Onuphidae	Hyalinoecia	robusta			Southward, 1974	ICZN
MCZ:Ent:129058	PhysicalObject	2015-06-22 16:39:41.0	CC-BY-NC	President and Fellows of Harvard College	9	MCZ	Ent	PreservedSpecimen	MCZ:Ent:129058	129058			[no agent data]	1			additional number=Unknown:969	http://mczbase.mcz.harvard.edu/specimen_images/ent-lepidoptera/images/2011_04_18/IMG_083091.JPG		1253408	1921-05-18				V. 18-1921		Asia: Lesser Sunda Islands: Timor	Asia		Lesser Sunda Islands	Timor				Timor	Timor																														2706153	[no agent data]			Appias lyncida lynceola	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Appias	lyncida	lynceola		(C. & R. Felder, [1865])	ICZN
MCZ:Mamm:BOM-1658	PhysicalObject	2015-06-03 14:13:50.0	CC-BY-NC	President and Fellows of Harvard College	2	MCZ	Mamm	PreservedSpecimen	MCZ:Mamm:BOM-1658	1658			Hassler Expedition	1	unknown					1266009	1700-01-01				[no verbatim date data]		South America: Straits of Magellan	South America					Straits of Magellan		[no specific locality data]	Strait of Magellan																														2923394	[no agent data]			Auchenia guanaco	Animalia	Chordata	Mammalia	Artiodactyla	Camelidae	Auchenia	guanaco				ICZN
MCZ:Mamm:BOM-1654	PhysicalObject	2015-06-03 14:22:38.0	CC-BY-NC	President and Fellows of Harvard College	2	MCZ	Mamm	PreservedSpecimen	MCZ:Mamm:BOM-1654	1654	Nos. 1250 - [blank] native skulls from an old burial ground a few miles north of Callao, Peru. Uncovered by the removal of the sand by the wind.		Hassler Expedition	1						1268672	1700-01-01				[no verbatim date data]		South America: Straits of Magellan	South America					Straits of Magellan		Port-Gallant	Port-Gallant, St. Magellan																														2937354	[no agent data]			Homo	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo				Linnaeus, 1758	ICZN
MCZ:Herp:R-193039	PhysicalObject	2016-05-19 15:22:41.0	CC-BY-NC	President and Fellows of Harvard College	1	MCZ	Herp	PreservedSpecimen	MCZ:Herp:R-193039	193039	all data taken from museum label and systematic card 12FEB2015 JMartinez; removed from MCZ public museum exhibit circa 1965; donated by the New York Zoological Society; housed in OCC 8		Walter Rothschild	1	male			http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R193039_G_gigantea_gigantea_label.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/R193039_G_gigantea_gigantea_systematic.jpg		1281867	1700-01-01				[no verbatim date data]		Africa: Seychelles Islands: Aldabra	Africa		Seychelles Islands	Aldabra				North Island	North Island, Aldabra																														3043134	José Rosado			Aldabrachelys gigantea gigantea	Animalia	Chordata	Reptilia	Testudinata	Testudinidae	Aldabrachelys	gigantea	gigantea		Loveridge & Williams, 1957	ICZN
MCZ:Mala:382522	PhysicalObject	2015-05-06 11:03:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:382522	382522			[no agent data]	1			malacology accession number=1838; original number=4457; other number=drawer 3-26			1291103	1700-01-01				unknown		Asia: Bengal	Asia					Bengal		[no specific locality data]	[no verbatim locality data]																														3054368	[no agent data]			Boysia boysii	Animalia					Boysia	boysii			Pfeiffer	ICZN
MCZ:Mala:384128	PhysicalObject	2015-11-05 10:02:28.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:384128	384128			[no agent data]	1			malacology accession number=1838; original number=3157; other number=drawer 3-29			1307373	1700-01-01				[no verbatim date data]		Asia: Bengal	Asia					Bengal		[no specific locality data]	[no verbatim locality data]																														3119115	[no agent data]			Lymnaea (Cerasina) acuminata	Animalia	Mollusca	Gastropoda	Hygrophila	Lymnaeidae	Lymnaea	acuminata			Lamarck, 1822	ICZN
MCZ:Mala:384813	PhysicalObject	2016-02-19 16:02:29.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:384813	384813			[no agent data]	1			malacology accession number=1838; original number=4650; other number=drawer 3-36			1313880	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Northwest: Alaska	Pacific Ocean				Alaska			[no specific locality data]	[no specific verbatim locality data]																														3145387	[no agent data]			Nutricola lordi	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Nutricola	lordi			(Baird, 1863)	ICZN
MCZ:IZ:CNID-1784	PhysicalObject	2016-03-01 15:12:34.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:CNID-1784	1784	Prev. preserved in 10% formalin.		T. Kinkaid	1						1314475	1899-01-01				1899		Pacific Ocean: Pacific, Northwest: Alaska	Pacific Ocean				Alaska			Orca, Prince William Sound	Orca, Prince William Sound, Alaska																														3146863	T. Kinkaid	1899-01-01 00:00:00.0		Catablema multicirrata	Animalia	Cnidaria	Hydrozoa	Hydroida	Pandeidae	Catablema	multicirrata			Kishinouye, 1910	ICZN
MCZ:IZ:CNID-1783	PhysicalObject	2016-03-01 15:12:26.0	CC-BY-NC	President and Fellows of Harvard College	8	MCZ	IZ	PreservedSpecimen	MCZ:IZ:CNID-1783	1783	Prev. preserved in 10% formalin.		T. Kinkaid	1						1314565	1899-01-01				1899		Pacific Ocean: Pacific, Northwest: Alaska	Pacific Ocean				Alaska			Orca Island, Prince William Sound	Orca, Prince William Sound, Alaska																														3147014	T. Kinkaid			Catablema multicirrata	Animalia	Cnidaria	Hydrozoa	Hydroida	Pandeidae	Catablema	multicirrata			Kishinouye, 1910	ICZN
MCZ:Mala:385177	PhysicalObject	2016-04-19 16:02:26.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:385177	385177			[no agent data]	1			malacology accession number=1838; original number=4779; other number=drawer 3-38			1319978	1700-01-01				[no verbatim date data]		Pacific Ocean: Pacific, Northwest: Alaska	Pacific Ocean				Alaska			[no specific locality data]	[no verbatim locality data]																														3157983	[no agent data]			Astarte borealis	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	borealis			(Schumacher, 1817)	ICZN
