id	type	modified	license	rightsHolder	collectionID	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	otherCatalogNumbers	associatedMedia	associatedSequences	eventID	eventDate	year	month	day	verbatimEventDate	habitat	higherGeography	continent	waterBody	islandGroup	island	country	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceRemarks	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	typeStatus	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode
MCZ:Mala:120644	PhysicalObject	2014-06-19 14:21:12.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120644	120644	L-9-4, Block 12		National Research Council	1			malacology accession number=658; previous number=2649; rdt jar number=215			190453	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Fajardo, Puerto Rico	Atlantic, Puerto Rico, Fajardo																														525669	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120602	PhysicalObject	2014-06-19 14:20:19.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120602	120602	L-9-4, Block 10		National Research Council	1			malacology accession number=658; previous number=2401; rdt jar number=215			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														525670	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120513	PhysicalObject	2014-06-19 14:20:54.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120513	120513	Block-Board		National Research Council	1			malacology accession number=658; previous number=1717; rdt jar number=215			190456	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico, A37	Atlantic, Puerto Rico, San Juan, A37																														525671	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120498	PhysicalObject	2014-06-19 14:20:38.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120498	120498	Block 5		National Research Council	1			malacology accession number=658; previous number=1667; rdt jar number=215			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														525672	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120681	PhysicalObject	2014-06-19 14:20:03.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120681	120681			National Research Council	1			malacology accession number=658; previous number=3172; rdt jar number=215			190522	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico, A37-NB, block 6	Atlantic, Puerto Rico, San Juan, A37-NB, block 6																														525739	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120254	PhysicalObject	2014-06-20 09:33:00.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120254	120254			National Research Council	1			malacology accession number=658; previous number=902; rdt jar number=216			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														525829	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:121645	PhysicalObject	2014-06-20 09:36:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121645	121645			National Research Council	1			malacology accession number=658; previous number=4560; rdt jar number=216			190621	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							pier 1, Puerto Rico	Atlantic, Puerto Rico, pier 1																														525838	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120742	PhysicalObject	2014-06-20 10:06:58.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120742	120742	previously identified as Teredo thomsonii; valves/pallets only BBS-3		Owen F. Bryant	1			malacology accession number=658; previous number=3651; rdt jar number=179			1228954	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, block 18, Bermuda	Atlantic, Bermuda, St. George, McCallan, block 18																														526970	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121487	PhysicalObject	2014-12-16 12:51:42.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121487	121487	YD-P-1, Block 10e		National Research Council	1			malacology accession number=658; previous number=4402; rdt jar number=193			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															526987	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:121617	PhysicalObject	2014-06-20 10:04:23.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121617	121617	valves/pallets only, BBS-3, Shingle		National Research Council	1			malacology accession number=658; previous number=4532; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527054	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:120753	PhysicalObject	2014-06-20 10:06:04.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120753	120753	valves/pallets only, BBS-3, Block 10		National Research Council	1			malacology accession number=658; previous number=3662; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527055	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121621	PhysicalObject	2014-06-20 10:04:55.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121621	121621	valves/pallets only, BBS-3, Block 6		National Research Council	1			malacology accession number=658; previous number=4536; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527056	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:120750	PhysicalObject	2014-06-20 10:04:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120750	120750	valves/pallets only, BBS-3, Block 5		National Research Council	1			malacology accession number=658; previous number=3659; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527057	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:120749	PhysicalObject	2014-06-20 10:05:50.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120749	120749	valves/pallets only, BBS-3, Block 4		National Research Council	1			malacology accession number=658; previous number=3658; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527058	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:120752	PhysicalObject	2014-06-20 10:05:24.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120752	120752	valves/pallets only, BBS-3, Block 6		National Research Council	1			malacology accession number=658; previous number=3661; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527059	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:120744	PhysicalObject	2014-06-20 10:05:09.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120744	120744	valves/pallets only, BBS-3, Block 16		National Research Council	1			malacology accession number=658; previous number=3653; rdt jar number=190			191829	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, McCallan, Bermuda	Atlantic, Bermuda, St. George, McCallan																														527060	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:122747	PhysicalObject	2014-12-16 12:54:00.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:122747	122747	T-33		William Frederick Clapp, United Fruit Company	1			malacology accession number=658; previous number=5661; rdt jar number=192			1229193	1700-01-01				[no verbatim date data]		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Kingstown, Jamaica	Atlantic, Jamaica, Kingstown																														527066	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:122028	PhysicalObject	2014-12-16 12:54:00.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:122028	122028	B-C-1, T-12		William Frederick Clapp, United Fruit Company	1			malacology accession number=658; previous number=4942; rdt jar number=192			1228333	1935-07-01				Jul- Jan/1935-6		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Banes, Embarcadero Wharf, Cuba	Atlantic, Cuba, Banes, Embarcadero Wharf																														527067	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120277	PhysicalObject	2014-06-20 10:04:09.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120277	120277	YD-C-2, Block 4		National Research Council	1			malacology accession number=658; previous number=975; rdt jar number=193			191857	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo Bay, fuel oil pier, Cuba	Atlantic, Cuba, Guantanamo Bay, fuel oil pier																														527082	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120470	PhysicalObject	2014-06-20 10:03:46.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120470	120470	YD-C-2, Block 8		National Research Council	1			malacology accession number=658; previous number=1552; rdt jar number=193			191857	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo Bay, fuel oil pier, Cuba	Atlantic, Cuba, Guantanamo Bay, fuel oil pier																														527084	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:121002	PhysicalObject	2014-06-20 10:03:29.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121002	121002	YD-C-1, Block 3e		National Research Council	1			malacology accession number=658; previous number=3917; rdt jar number=193			1228334	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo Bay, main station pier, Cuba	Atlantic, Cuba, Guantanamo Bay, main station pier																														527086	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:121396	PhysicalObject	2014-06-20 10:03:11.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121396	121396	YD-C-12, Board		National Research Council	1			malacology accession number=658; previous number=4311; rdt jar number=193			191862	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo, Cuba	Atlantic, Cuba, Guantanamo																														527087	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:121395	PhysicalObject	2014-06-20 10:02:49.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121395	121395	YD-C-12, Board		National Research Council	1			malacology accession number=658; previous number=4310; rdt jar number=193			191862	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Guantanamo, Cuba	Atlantic, Cuba, Guantanamo																														527089	[no agent data]			Nototeredo knoxi	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Nototeredo	knoxi			Bartsch, 1917	ICZN
MCZ:Mala:120797	PhysicalObject	2014-06-23 10:08:18.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120797	120797	valves/pallets only		Owen F. Bryant	1			malacology accession number=658; previous number=3706; rdt jar number=190			193091	1893-01-01				1893		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Bermuda	Atlantic, Bermuda																														528319	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121655	PhysicalObject	2014-06-23 10:07:29.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121655	121655	valves/pallets only, BBS-3, Block 13		National Research Council	1			malacology accession number=658; previous number=4570; rdt jar number=190			193164	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, Bermuda	Atlantic, Bermuda, St. George																														528392	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121656	PhysicalObject	2014-06-23 10:06:58.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121656	121656	pallets only, BBS-3, Block 15		National Research Council	1			malacology accession number=658; previous number=4571; rdt jar number=190			193164	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							St. George, Bermuda	Atlantic, Bermuda, St. George																														528394	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121622	PhysicalObject	2014-06-23 10:06:09.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121622	121622	valves/pallets only, Iden. by Johnson		Owen F. Bryant	1			malacology accession number=658; previous number=4537; rdt jar number=190			193091	1893-01-01				1893		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Bermuda	Atlantic, Bermuda																														528396	[no agent data]			Teredora malleolus	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredora	malleolus			Turton, 1822	ICZN
MCZ:Mala:121539	PhysicalObject	2014-12-16 12:57:47.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121539	121539	YD-P-1-NB, Block 2		National Research Council	1			malacology accession number=658; previous number=4454; rdt jar number=175			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															528574	[no agent data]			Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri			Clapp, 1924	ICZN
MCZ:Mala:121540	PhysicalObject	2014-12-16 12:57:47.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121540	121540	YD-P-1-NB, Block 2		National Research Council	1			malacology accession number=658; previous number=4455; rdt jar number=175			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															528576	[no agent data]			Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri			Clapp, 1924	ICZN
MCZ:Mala:121541	PhysicalObject	2014-12-16 12:57:47.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121541	121541	YD-P-1-NB, Block 2		National Research Council	1			malacology accession number=658; previous number=4456; rdt jar number=175			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															528577	[no agent data]			Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri			Clapp, 1924	ICZN
MCZ:Mala:120826	PhysicalObject	2014-12-16 12:52:43.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120826	120826	orig. no. 3736		Dr. Lamy, Paris	1			malacology accession number=658			153945	1700-01-01				[no verbatim date data]		Indian Ocean: Indian Ocean, Western: Red Sea	Indian Ocean							Red Sea	Red Sea																														529360	[no agent data]		Syntype of <a href="http://mczbase.mcz.harvard.edu/name/Teredo miliacea"><i>Teredo miliacea</i></a> in <a href="http://mczbase.mcz.harvard.edu/SpecimenUsage.cfm?publication_id=10478"> no agent data </a>	Teredo miliacea	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	miliacea			Jousseaume in Lamy, 1923	ICZN
MCZ:Mala:121542	PhysicalObject	2014-12-16 12:51:52.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121542	121542	YD-P-1-NB, Block 2		National Research Council	1			malacology accession number=658; previous number=4457; rdt jar number=175			191764	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							Port au Prince, Haiti	Atlantic, Haiti, Port au Prince						18.555116d	-72.348905d	decimal degrees	18.555116	-72.348905	WGS84	5902	beniorkino	MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown															529653	[no agent data]			Teredo fulleri	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	fulleri			Clapp, 1924	ICZN
MCZ:Mala:121283	PhysicalObject	2014-06-26 14:40:55.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121283	121283	A-37, Block 7e		National Research Council	1			malacology accession number=658; previous number=4198; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														538843	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121413	PhysicalObject	2014-06-26 14:47:29.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121413	121413	A-37, Block 28		National Research Council	1			malacology accession number=658; previous number=4328; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														538844	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121169	PhysicalObject	2014-06-26 14:41:11.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121169	121169	A-37, Block 6e		National Research Council	1			malacology accession number=658; previous number=4084; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														538845	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121631	PhysicalObject	2014-06-26 14:41:32.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121631	121631	A-37, Board		National Research Council	1			malacology accession number=658; previous number=4546; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														538846	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121411	PhysicalObject	2014-06-26 14:41:49.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121411	121411	A-37, Block 27		National Research Council	1			malacology accession number=658; previous number=4326; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														538847	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:120682	PhysicalObject	2014-06-26 14:47:14.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:120682	120682	A-37-NB, Block 6-CB		National Research Council	1			malacology accession number=658; previous number=3173; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539901	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121170	PhysicalObject	2014-06-26 14:42:07.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121170	121170	A-37, Block 6e		National Research Council	1			malacology accession number=658; previous number=4085; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539902	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121410	PhysicalObject	2014-06-26 14:42:21.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121410	121410	A-37, Block 30		National Research Council	1			malacology accession number=658; previous number=4325; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539903	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121070	PhysicalObject	2014-06-26 14:46:59.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121070	121070	A-37, Block 4e		National Research Council	1			malacology accession number=658; previous number=3985; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539904	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
MCZ:Mala:121156	PhysicalObject	2014-06-26 14:42:36.0	CC-BY-NC	President and Fellows of Harvard College	3	MCZ	Mala	PreservedSpecimen	MCZ:Mala:121156	121156	A-37, Block 5		National Research Council	1			malacology accession number=658; previous number=4071; rdt jar number=119			190455	1922-01-01				1922-4		Atlantic Ocean: Atlantic, Western Central: Caribbean Sea	Atlantic Ocean							San Juan, Puerto Rico	Atlantic, Puerto Rico, San Juan																														539905	[no agent data]			Teredo portoricensis	Animalia	Mollusca	Bivalvia	Myoida	Teredinidae	Teredo	portoricensis			Clapp, 1924	ICZN
